Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminacion
2019,Abril,Antioquia,Conyuge,31,Via urbana,Apuñalada
2019,Abril,Antioquia,Novio,22,Local comercial,Baleada
2019,Abril,Antioquia,Sicario,44,Transporte privado,Baleada
2019,Abril,Antioquia,Victimario Desconocido,30,Vivienda de la victima,Baleada
2019,Abril,Antioquia,Victimario Desconocido,26,Vivienda de la victima,Baleada
2019,Abril,Antioquia,Sicario,41,Vivienda de la victima,Apuñalada
2019,Abril,Antioquia,Victimario Desconocido,23,Via urbana,Metodo Desconocido
2019,Abril,Antioquia,Compañero permanente,40,Vivienda de la victima,Metodo Desconocido
2019,Abril,Antioquia,Conocido,21,Via urbana,Cortada
2019,Abril,Antioquia,Victimario Desconocido,27,Lugar Desconocido,Apuñalada
2019,Abril,Atlantico,Victimario Desconocido,32,Vivienda de un tercero,Apuñalada
2019,Abril,Atlantico,Excompañero permanente,41,Vivienda de la victima,Metodo Desconocido
2019,Abril,Atlantico,Victimario Desconocido,32,Via urbana,Baleada
2019,Abril,Atlantico,Victimario Desconocido,36,Vivienda de la victima,Baleada
2019,Abril,Atlantico,Victimario Desconocido,31,Lugar Desconocido,Baleada
2019,Abril,Atlantico,Conocido,21,Via urbana,Baleada
2019,Abril,Valle del Cauca,Victimario Desconocido,23,Lugar Desconocido,Apuñalada
2019,Abril,Valle del Cauca,Banda criminal,39,Vivienda de la victima,Apuñalada
2019,Abril,Valle del Cauca,Excompañero permanente,27,Vivienda de un tercero,Baleada
2019,Abril,Valle del Cauca,Novio,22,Vivienda de la victima,Apuñalada
2019,Abril,Valle del Cauca,Victimario Desconocido,33,Vivienda de la victima,Baleada
2019,Abril,Huila,Victimario Desconocido,30,Via urbana,Degollada
2019,Abril,Huila,Conocido,16,En una calle del barrio de la victima,Apuñalada
2019,Abril,Huila,Excompañero permanente,20,Vivienda de un tercero,Metodo Desconocido
2019,Abril,Magdalena,Estructuras armadas,63,Zona rural,Baleada
2019,Abril,Magdalena,Victimario Desconocido,34,Vivienda de la victima,Apuñalada
2019,Abril,Magdalena,Compañero permanente,53,Lugar Desconocido,Apuñalada
2019,Abril,Santander,Sicario,29,Vivienda de la victima,Baleada
2019,Abril,Santander,Victimario Desconocido,45,Via urbana,Metodo Desconocido
2019,Abril,Santander,Conocido,13,Vivienda de la victima,Apuñalada
2019,Abril,Tolima,Victimario Desconocido,21,Local comercial,Baleada
2019,Abril,Tolima,Conocido,27,Vivienda de un tercero,Estrangulada
2019,Abril,Cauca,Victimario Desconocido,47,Vivienda de la victima,Apuñalada
2019,Abril,Cauca,Conyuge,40,Lugar Desconocido,Asfixiada
2019,Abril,Cesar,Sicario,36,Vivienda de la victima,Metodo Desconocido
2019,Abril,Cesar,Victimario Desconocido,21,Lugar Desconocido,Baleada
2019,Abril,Guaviare,Conyuge,22,Vivienda de la victima,Baleada
2019,Abril,Guaviare,Familiar,5,Vivienda de la victima,Baleada
2019,Abril,Norte de Santander,Excompañero permanente,27,Lugar Desconocido,Baleada
2019,Abril,Norte de Santander,Sicario,52,En una calle del barrio de la victima,Apuñalada
2019,Abril,Bogota,Conyuge,24,Vivienda del victimario,Apuñalada
2019,Abril,Boyaca,Estructuras armadas,32,Vivienda de la victima,Baleada
2019,Abril,Caqueta,Familiar,3,Lugar Desconocido,Metodo Desconocido
2019,Abril,Cundinamarca,Sicario,60,Lugar Desconocido,Apuñalada
2019,Abril,Nariño,Compañero permanente,31,Via urbana,Metodo Desconocido
2019,Abril,Risaralda,Conyuge,25,Lugar Desconocido,Baleada
2019,Abril,Sucre,Sicario,28,Vivienda de la victima,Baleada
2019,Mayo,Antioquia,Sicario,31,Lugar Desconocido,Baleada
2019,Mayo,Antioquia,Victimario Desconocido,21,Via urbana,Apuñalada
2019,Mayo,Antioquia,Victimario Desconocido,39,Vivienda de la victima,Baleada
2019,Mayo,Antioquia,Sicario,41,Lugar Desconocido,Baleada
2019,Mayo,Antioquia,Estructuras del narcotrafico,59,En una calle del barrio de la victima,Metodo Desconocido
2019,Mayo,Antioquia,Victimario Desconocido,56,Lugar Desconocido,Apuñalada
2019,Mayo,Antioquia,Victimario Desconocido,43,Via urbana,Baleada
2019,Mayo,Antioquia,Compañero permanente,48,Vivienda del victimario,Baleada
2019,Mayo,Antioquia,Victimario Desconocido,12,Via urbana,Baleada
2019,Mayo,Antioquia,Novio,20,Vivienda de la victima,Apuñalada
2019,Mayo,Antioquia,Victimario Desconocido,27,Lugar Desconocido,Apuñalada
2019,Mayo,Cauca,Victimario Desconocido,15,Lugar Desconocido,Baleada
2019,Mayo,Cauca,Sicario,23,Zona rural,Baleada
2019,Mayo,Cauca,Victimario Desconocido,36,Vivienda de un tercero,Golpeada
2019,Mayo,Cauca,Compañero permanente,26,Vivienda de la victima,Baleada
2019,Mayo,Cauca,Banda criminal,42,En una calle del barrio de la victima,Baleada
2019,Mayo,Cauca,Estructuras armadas,39,Local comercial,Baleada
2019,Mayo,Cauca,Victimario Desconocido,45,Lugar Desconocido,Apuñalada
2019,Mayo,Valle del Cauca,Victimario Desconocido,28,Lugar Desconocido,Golpeada
2019,Mayo,Valle del Cauca,Victimario Desconocido,5,Vivienda de la victima,Metodo Desconocido
2019,Mayo,Valle del Cauca,Victimario Desconocido,29,Transporte privado,Baleada
2019,Mayo,Valle del Cauca,Victimario Desconocido,26,Zona verde urbana,Baleada
2019,Mayo,Valle del Cauca,Conocido,17,Vivienda de la victima,Degollada
2019,Mayo,Valle del Cauca,Banda criminal,22,Via urbana,Baleada
2019,Mayo,Norte de Santander,Excompañero permanente,29,Vivienda de la victima,Apuñalada
2019,Mayo,Norte de Santander,Victimario Desconocido,28,Via urbana,Baleada
2019,Mayo,Norte de Santander,Victimario Desconocido,36,En una calle del barrio de la victima,Baleada
2019,Mayo,Norte de Santander,Victimario Desconocido,21,Lugar Desconocido,Baleada
2019,Mayo,Norte de Santander,Conocido,22,Vivienda de la victima,Apuñalada
2019,Mayo,Nariño,Excompañero permanente,34,Vivienda de la victima,Asfixiada
2019,Mayo,Nariño,Victimario Desconocido,27,Lugar de trabajo de la victima,Metodo Desconocido
2019,Mayo,Nariño,Victimario Desconocido,52,Zona rural,Baleada
2019,Mayo,Nariño,Compañero permanente,24,Vivienda de la victima,Baleada
2019,Mayo,Nariño,Victimario Desconocido,32,Lugar Desconocido,Apuñalada
2019,Mayo,Atlantico,Sicario,24,Quebrada o rio,Baleada
2019,Mayo,Atlantico,Victimario Desconocido,35,Via urbana,Metodo Desconocido
2019,Mayo,Atlantico,Sicario,41,Centro medico,Baleada
2019,Mayo,Atlantico,Victimario Desconocido,30,Hotel,Baleada
2019,Mayo,Tolima,Compañero permanente,51,Vivienda de la victima,Baleada
2019,Mayo,Tolima,Victimario Desconocido,27,Lugar Desconocido,Baleada
2019,Mayo,Tolima,Conocido,18,Vivienda de la victima,Estrangulada
2019,Mayo,Tolima,Victimario Desconocido,25,Lugar Desconocido,Baleada
2019,Mayo,Cordoba,Sicario,23,Lugar Desconocido,Baleada
2019,Mayo,Cordoba,Sicario,22,Via urbana,Baleada
2019,Mayo,Cordoba,Victimario Desconocido,31,Vivienda de un tercero,Metodo Desconocido
2019,Mayo,Cordoba,Compañero permanente,39,Vivienda de la victima,Baleada
2019,Mayo,Huila,Sicario,28,Local comercial,Baleada
2019,Mayo,Huila,Victimario Desconocido,33,Zona rural,Golpeada
2019,Mayo,Huila,Conyuge,30,Vivienda de la victima,Apuñalada
2019,Mayo,Bolivar,Victimario Desconocido,16,Quebrada o rio,Baleada
2019,Mayo,Bolivar,Familiar,20,Vivienda de la victima,Apuñalada
2019,Mayo,Bolivar,Conocido,63,Vivienda de la victima,Apuñalada
2019,Mayo,Magdalena,Victimario Desconocido,34,Lugar Desconocido,Baleada
2019,Mayo,Magdalena,Sicario,53,Via urbana,Baleada
2019,Mayo,Santander,Compañero permanente,29,Vivienda de la victima,Baleada
2019,Mayo,Santander,Victimario Desconocido,45,Lugar Desconocido,Metodo Desconocido
2019,Mayo,Bogota,Excompañero permanente,27,Via urbana,Golpeada
2019,Mayo,Bogota,Victimario Desconocido,21,Via urbana,Apuñalada
2019,Mayo,Cundinamarca,Victimario Desconocido,27,Hotel,Baleada
2019,Mayo,Cundinamarca,Compañero permanente,47,Vivienda de la victima,Baleada
2019,Mayo,Sucre,Sicario,40,Lugar Desconocido,Baleada
2019,Mayo,Sucre,Victimario Desconocido,36,Quebrada o rio,Apuñalada
2019,Mayo,Cesar,Compañero permanente,21,Vivienda de la victima,Baleada
2019,Mayo,Guaviare,Sicario,22,Lugar Desconocido,Baleada
2019,Mayo,Caqueta,Conyuge,32,Vivienda de la victima,Golpeada
2019,Mayo,Caldas,Victimario Desconocido,32,Lugar Desconocido,Metodo Desconocido
2019,Mayo,Quindio,Excompañero permanente,34,Vivienda de la victima,Baleada
2019,Mayo,Casanare,Victimario Desconocido,14,Via urbana,Metodo Desconocido
2019,Mayo,Meta,Compañero permanente,30,Vivienda de la victima,Baleada
2019,Mayo,Guajira,Victimario Desconocido,23,Via urbana,Golpeada
2019,Junio,Antioquia,Conocido,23,Vivienda de la victima,Baleada
2019,Junio,Antioquia,Compañero permanente,22,Vivienda de la victima,Golpeada
2019,Junio,Antioquia,Victimario Desconocido,31,Via urbana,Apuñalada
2019,Junio,Antioquia,Excompañero permanente,39,Vivienda de la victima,Baleada
2019,Junio,Antioquia,Familiar,24,Vivienda de la victima,Baleada
2019,Junio,Antioquia,Victimario Desconocido,24,Lugar Desconocido,Apuñalada
2019,Junio,Antioquia,Vecino,31,Vivienda del victimario,Apuñalada
2019,Junio,Antioquia,Sicario,56,Local comercial,Baleada
2019,Junio,Antioquia,Conocido,20,Vivienda de la victima,Baleada
2019,Junio,Antioquia,Familiar,15,Vivienda de la victima,Asfixiada
2019,Junio,Antioquia,Victimario Desconocido,18,En una calle del barrio de la victima,Apuñalada
2019,Junio,Valle del Cauca,Victimario Desconocido,30,Vivienda de un tercero,Apuñalada
2019,Junio,Valle del Cauca,Compañero permanente,21,Vivienda de la victima,Estrangulada
2019,Junio,Valle del Cauca,Sicario,40,Vivienda de la victima,Baleada
2019,Junio,Valle del Cauca,Conocido,43,Vivienda de la victima,Baleada
2019,Junio,Valle del Cauca,Victimario Desconocido,24,Lugar de trabajo de la victima,Apuñalada
2019,Junio,Valle del Cauca,Compañero permanente,24,Vivienda de la victima,Baleada
2019,Junio,Valle del Cauca,Novio,25,Vivienda de la victima,Baleada
2019,Junio,Atlantico,Delincuencia organizada,23,En una calle del barrio de la victima,Degollada
2019,Junio,Atlantico,Excompañero permanente,34,Vivienda de la victima,Baleada
2019,Junio,Atlantico,Victimario Desconocido,20,Via urbana,Apuñalada
2019,Junio,Atlantico,Familiar,35,Vivienda de la victima,Baleada
2019,Junio,Bolivar,Victimario Desconocido,31,Via urbana,Apuñalada
2019,Junio,Bolivar,Victimario Desconocido,21,Quebrada o rio,Apuñalada
2019,Junio,Bolivar,Conocido,45,Vivienda de la victima,Degollada
2019,Junio,Bolivar,Compañero permanente,26,Vivienda de la victima,Baleada
2019,Junio,Cundinamarca,Sicario,36,Vivienda de un tercero,Baleada
2019,Junio,Cundinamarca,Victimario Desconocido,27,Vivienda de la victima,Metodo Desconocido
2019,Junio,Cundinamarca,Conocido,32,Vivienda de la victima,Baleada
2019,Junio,Santander,Victimario Desconocido,24,Local comercial,Apuñalada
2019,Junio,Santander,Sicario,35,Via urbana,Baleada
2019,Junio,Cauca,Estructuras armadas,41,Zona rural,Apuñalada
2019,Junio,Cauca,Familiar,30,Vivienda de la victima,Baleada
2019,Junio,Cesar,Excompañero permanente,51,Vivienda de la victima,Baleada
2019,Junio,Cesar,Victimario Desconocido,27,Via urbana,Apuñalada
2019,Junio,Norte de Santander,Victimario Desconocido,37,Zona verde urbana,Apuñalada
2019,Junio,Norte de Santander,Victimario Desconocido,24,Otros lugares,Apuñalada
2019,Junio,Guaviare,Sicario,25,Lugar Desconocido,Baleada
2019,Junio,Meta,Familiar,18,Vivienda de la victima,Baleada
2019,Junio,Quindio,Victimario Desconocido,29,Local comercial,Metodo Desconocido
2019,Junio,Cordoba,Sicario,15,Via urbana,Baleada
2019,Junio,Guajira,Victimario Desconocido,23,Quebrada o rio,Apuñalada
2019,Junio,Nariño,Victimario Desconocido,36,Via urbana,Apuñalada
2019,Julio,Antioquia,Delincuencia organizada,35,Via urbana,Baleada
2019,Julio,Antioquia,Excompañero permanente,41,Vivienda de la victima,Apuñalada
2019,Julio,Antioquia,Compañero permanente,30,Vivienda de la victima,Apuñalada
2019,Julio,Antioquia,Sicario,51,Local comercial,Baleada
2019,Julio,Antioquia,Estructuras armadas,27,Otros lugares,Explosion
2019,Julio,Antioquia,Compañero permanente,18,Vivienda de la victima,Apuñalada
2019,Julio,Antioquia,Victimario Desconocido,25,Vivienda de la victima,Metodo Desconocido
2019,Julio,Antioquia,Sicario,23,Via urbana,Baleada
2019,Julio,Antioquia,Delincuencia organizada,22,Zona rural,Cortada
2019,Julio,Antioquia,Victimario Desconocido,31,En una calle del barrio de la victima,Metodo Desconocido
2019,Julio,Antioquia,Victimario Desconocido,39,Lugar Desconocido,Apuñalada
2019,Julio,Valle del Cauca,Conyuge,24,Vivienda de la victima,Asfixiada
2019,Julio,Valle del Cauca,Victimario Desconocido,31,Lugar Desconocido,Baleada
2019,Julio,Valle del Cauca,Victimario Desconocido,56,Lugar Desconocido,Baleada
2019,Julio,Valle del Cauca,Novio,20,Vivienda de la victima,Apuñalada
2019,Julio,Valle del Cauca,Victimario Desconocido,15,Via urbana,Baleada
2019,Julio,Valle del Cauca,Delincuencia organizada,18,Via urbana,Incinerada
2019,Julio,Valle del Cauca,Conocido,30,Vivienda de un tercero,Apuñalada
2019,Julio,Valle del Cauca,Excompañero permanente,21,Vivienda de la victima,Apuñalada
2019,Julio,Risaralda,Sicario,40,Local comercial,Baleada
2019,Julio,Risaralda,Victimario Desconocido,43,Via urbana,Metodo Desconocido
2019,Julio,Risaralda,Familiar,24,Vivienda de la victima,Apuñalada
2019,Julio,Risaralda,Compañero permanente,24,Vivienda de la victima,Degollada
2019,Julio,Meta,Victimario Desconocido,25,Otros lugares,Metodo Desconocido
2019,Julio,Meta,Sicario,23,Local comercial,Baleada
2019,Julio,Meta,Excompañero permanente,37,Vivienda de la victima,Asfixiada
2019,Julio,Meta,Delincuencia organizada,30,Lugar Desconocido,Baleada
2019,Julio,Nariño,Sicario,32,En una calle del barrio de la victima,Baleada
2019,Julio,Nariño,Victimario Desconocido,32,Lugar Desconocido,Metodo Desconocido
2019,Julio,Nariño,Familiar,34,Vivienda del victimario,Apuñalada
2019,Julio,Nariño,Victimario Desconocido,14,Lugar Desconocido,Baleada
2019,Julio,Norte de Santander,Conocido,30,Vivienda de un tercero,Degollada
2019,Julio,Norte de Santander,Compañero permanente,23,Vivienda de la victima,Apuñalada
2019,Julio,Norte de Santander,Sicario,27,Lugar Desconocido,Baleada
2019,Julio,Tolima,Victimario Desconocido,21,Lugar Desconocido,Metodo Desconocido
2019,Julio,Tolima,Excompañero permanente,20,Vivienda de la victima,Apuñalada
2019,Julio,Santander,Victimario Desconocido,35,Lugar Desconocido,Metodo Desconocido
2019,Julio,Putumayo,Victimario Desconocido,31,Lugar Desconocido,Metodo Desconocido
2019,Julio,Guaviare,Victimario Desconocido,21,Lugar Desconocido,Metodo Desconocido
2019,Julio,Bolivar,Victimario Desconocido,39,Quebrada o rio,Asfixiada
2019,Julio,Atlantico,Delincuencia organizada,41,Lugar Desconocido,Baleada
2019,Julio,Caqueta,Militar,59,Lugar Desconocido,Baleada
2019,Julio,Cordoba,Sicario,12,Quebrada o rio,Baleada
2019,Julio,Cundinamarca,Compañero permanente,43,Vivienda de la victima,Baleada
2019,Julio,Bogota,Excompañero permanente,48,Vivienda de la victima,Baleada
2019,Agosto,Antioquia,Excompañero permanente,24,Vivienda de la victima,Golpeada
2019,Agosto,Antioquia,Sicario,22,Via urbana,Baleada
2019,Agosto,Antioquia,Victimario Desconocido,41,Local comercial,Baleada
2019,Agosto,Antioquia,Victimario Desconocido,15,Lugar Desconocido,Baleada
2019,Agosto,Antioquia,Novio,42,Vivienda de la victima,Asfixiada
2019,Agosto,Antioquia,Compañero permanente,35,Vivienda de la victima,Apuñalada
2019,Agosto,Antioquia,Victimario Desconocido,22,En una calle del barrio de la victima,Baleada
2019,Agosto,Antioquia,Delincuencia organizada,25,Zona rural,Metodo Desconocido
2019,Agosto,Antioquia,Victimario Desconocido,28,Local comercial,Baleada
2019,Agosto,Antioquia,Victimario Desconocido,26,Via urbana,Baleada
2019,Agosto,Antioquia,Conyuge,23,Vivienda de la victima,Apuñalada
2019,Agosto,Valle del Cauca,Victimario Desconocido,28,Via urbana,Degollada
2019,Agosto,Valle del Cauca,Familiar,51,Vivienda de la victima,Apuñalada
2019,Agosto,Valle del Cauca,Compañero permanente,30,Vivienda de la victima,Apuñalada
2019,Agosto,Valle del Cauca,Sicario,41,Vivienda de la victima,Baleada
2019,Agosto,Valle del Cauca,Banda criminal,36,Local comercial,Baleada
2019,Agosto,Valle del Cauca,Conyuge,24,Vivienda de la victima,Asfixiada
2019,Agosto,Valle del Cauca,Victimario Desconocido,31,Zona verde urbana,Degollada
2019,Agosto,Valle del Cauca,Victimario Desconocido,15,En una calle del barrio de la victima,Baleada
2019,Agosto,Valle del Cauca,Delincuencia organizada,56,Zona rural,Baleada
2019,Agosto,Valle del Cauca,Sicario,45,Vivienda de la victima,Baleada
2019,Agosto,Nariño,Excompañero permanente,27,Vivienda de la victima,Apuñalada
2019,Agosto,Nariño,Victimario Desconocido,23,Local comercial,Baleada
2019,Agosto,Nariño,Compañero permanente,26,Vivienda de la victima,Estrangulada
2019,Agosto,Nariño,Victimario Desconocido,20,Via urbana,Baleada
2019,Agosto,Nariño,Sicario,24,Via urbana,Baleada
2019,Agosto,Nariño,Conyuge,36,Vivienda de la victima,Apuñalada
2019,Agosto,Nariño,Victimario Desconocido,45,Local comercial,Baleada
2019,Agosto,Norte de Santander,Conocido,18,Vivienda de la victima,Estrangulada
2019,Agosto,Norte de Santander,Compañero permanente,32,Vivienda de la victima,Apuñalada
2019,Agosto,Norte de Santander,Sicario,29,Via urbana,Baleada
2019,Agosto,Norte de Santander,Novio,39,Vivienda de la victima,Apuñalada
2019,Agosto,Norte de Santander,Sicario,36,Via urbana,Baleada
2019,Agosto,Cauca,Victimario Desconocido,17,Lugar Desconocido,Estrangulada
2019,Agosto,Cauca,Delincuencia organizada,27,Zona rural,Baleada
2019,Agosto,Cauca,Sicario,31,Via urbana,Baleada
2019,Agosto,Meta,Victimario Desconocido,26,Via urbana,Metodo Desconocido
2019,Agosto,Meta,Victimario Desconocido,39,Hotel,Baleada
2019,Agosto,Meta,Sicario,42,Via urbana,Baleada
2019,Agosto,Cordoba,Compañero permanente,20,Vivienda de la victima,Apuñalada
2019,Agosto,Cordoba,Sicario,29,Via urbana,Baleada
2019,Agosto,Cundinamarca,Conyuge,23,Vivienda de la victima,Apuñalada
2019,Agosto,Cundinamarca,Victimario Desconocido,41,Zona rural,Metodo Desconocido
2019,Agosto,Caldas,Familiar,35,Vivienda de la victima,Apuñalada
2019,Agosto,Caldas,Sicario,32,Via urbana,Baleada
2019,Agosto,Atlantico,Conocido,27,Vivienda de la victima,Apuñalada
2019,Agosto,Atlantico,Victimario Desconocido,51,Lugar Desconocido,Baleada
2019,Agosto,Boyaca,Compañero permanente,41,Vivienda de la victima,Apuñalada
2019,Agosto,Quindio,Victimario Desconocido,18,Hotel,Metodo Desconocido
2019,Agosto,Bolivar,Familiar,22,Vivienda de la victima,Apuñalada
2019,Agosto,Tolima,Conyuge,36,Vivienda de la victima,Apuñalada
2019,Agosto,Magdalena,Conocido,45,Vivienda de la victima,Apuñalada
2019,Agosto,Casanare,Victimario Desconocido,28,Zona verde urbana,Baleada
2019,Agosto,Bogota,Excompañero permanente,15,Vivienda de la victima,Apuñalada
2019,Agosto,Cesar,Conyuge,31,Vivienda de la victima,Apuñalada
2019,Agosto,Huila,Conocido,39,Vivienda de la victima,Apuñalada
2019,Agosto,Caqueta,Victimario Desconocido,14,Zona rural,Metodo Desconocido
2019,Septiembre,Antioquia,Conocido,25,Transporte privado,Baleada
2019,Septiembre,Antioquia,Compañero permanente,22,Hotel,Degollada
2019,Septiembre,Antioquia,Sicario,53,Zona rural,Apuñalada
2019,Septiembre,Antioquia,Victimario Desconocido,44,Lugar Desconocido,Baleada
2019,Septiembre,Antioquia,Estructuras armadas,40,Vivienda de la victima,Baleada
2019,Septiembre,Antioquia,Sicario,29,Zona rural,Baleada
2019,Septiembre,Antioquia,Victimario Desconocido,26,Vivienda de la victima,Apuñalada
2019,Septiembre,Antioquia,Delincuencia organizada,21,Zona rural,Apuñalada
2019,Septiembre,Antioquia,Compañero permanente,52,En una calle del barrio de la victima,Golpeada
2019,Septiembre,Antioquia,Estructuras armadas,22,Lugar Desconocido,Baleada
2019,Septiembre,Cauca,Victimario Desconocido,21,Vivienda de la victima,Metodo Desconocido
2019,Septiembre,Cauca,Conocido,63,Zona rural,Baleada
2019,Septiembre,Cauca,Delincuencia organizada,25,Zona rural,Metodo Desconocido
2019,Septiembre,Cauca,Sicario,34,Zona rural,Baleada
2019,Septiembre,Cauca,Banda criminal,13,Vivienda de la victima,Apuñalada
2019,Septiembre,Cauca,Banda criminal,40,Via urbana,Baleada
2019,Septiembre,Cauca,Victimario Desconocido,30,Vivienda de la victima,Baleada
2019,Septiembre,Cauca,Banda criminal,31,Vivienda de la victima,Apuñalada
2019,Septiembre,Valle del Cauca,Sicario,60,Vivienda de la victima,Metodo Desconocido
2019,Septiembre,Valle del Cauca,Victimario Desconocido,21,Zona rural,Asfixiada
2019,Septiembre,Valle del Cauca,Sicario,21,Vivienda de un tercero,Apuñalada
2019,Septiembre,Valle del Cauca,Estructuras armadas,27,Zona rural,Baleada
2019,Septiembre,Valle del Cauca,Conyuge,22,En una calle del barrio de la victima,Baleada
2019,Septiembre,Valle del Cauca,Victimario Desconocido,36,Zona rural,Asfixiada
2019,Septiembre,Valle del Cauca,Sicario,27,Via urbana,Apuñalada
2019,Septiembre,Atlantico,Victimario Desconocido,23,Via urbana,Baleada
2019,Septiembre,Atlantico,Victimario Desconocido,32,Vivienda de la victima,Asfixiada
2019,Septiembre,Atlantico,Victimario Desconocido,31,Zona rural,Baleada
2019,Septiembre,Atlantico,Compañero permanente,27,Lugar Desconocido,Estrangulada
2019,Septiembre,Santander,Victimario Desconocido,36,Vivienda de un tercero,Degollada
2019,Septiembre,Santander,Victimario Desconocido,28,Via urbana,Apuñalada
2019,Septiembre,Santander,Sicario,47,Lugar Desconocido,Baleada
2019,Septiembre,Santander,Excompañero permanente,32,Vivienda de la victima,Asfixiada
2019,Septiembre,Tolima,Victimario Desconocido,36,Zona rural,Metodo Desconocido
2019,Septiembre,Tolima,Delincuencia organizada,20,Vivienda de la victima,Apuñalada
2019,Septiembre,Tolima,Victimario Desconocido,24,Zona rural,Golpeada
2019,Septiembre,Huila,Sicario,29,Vivienda de la victima,Apuñalada
2019,Septiembre,Huila,Sicario,30,Via urbana,Metodo Desconocido
2019,Septiembre,Huila,Sicario,45,Lugar Desconocido,Apuñalada
2019,Septiembre,Boyaca,Compañero permanente,23,En una calle del barrio de la victima,Baleada
2019,Septiembre,Boyaca,Victimario Desconocido,16,Vivienda de la victima,Apuñalada
2019,Septiembre,Boyaca,Compañero permanente,32,Lugar Desconocido,Asfixiada
2019,Septiembre,Cordoba,Estructuras armadas,41,Vivienda de la victima,Apuñalada
2019,Septiembre,Cordoba,Victimario Desconocido,33,Lugar Desconocido,Baleada
2019,Septiembre,Quindio,Sicario,27,Zona rural,Baleada
2019,Septiembre,Quindio,Sicario,32,Vivienda de la victima,Baleada
2019,Septiembre,Risaralda,Sicario,41,Vivienda de la victima,Metodo Desconocido
2019,Septiembre,Risaralda,Excompañero permanente,25,Vivienda de la victima,Baleada
2019,Septiembre,Casanare,Victimario Desconocido,39,En una calle del barrio de la victima,Baleada
2019,Septiembre,Bolivar,Victimario Desconocido,31,Quebrada o rio,Baleada
2019,Septiembre,Nariño,Victimario Desconocido,30,En una calle del barrio de la victima,Baleada
2019,Septiembre,Bogota,Estructuras armadas,45,En una calle del barrio de la victima,Baleada
2019,Septiembre,Caqueta,Victimario Desconocido,23,Zona rural,Apuñalada
2019,Septiembre,Guajira,Conyuge,16,Via urbana,Baleada
2019,Septiembre,Magdalena,Victimario Desconocido,32,Lugar Desconocido,Apuñalada
2019,Septiembre,Norte de Santander,Compañero permanente,41,Lugar de trabajo de la victima,Baleada
2019,Octubre,Valle del Cauca,Sicario,24,Lugar Desconocido,Baleada
2019,Octubre,Valle del Cauca,Compañero permanente,29,Lugar Desconocido,Apuñalada
2019,Octubre,Valle del Cauca,Exnovio,32,Vivienda de la victima,Golpeada
2019,Octubre,Valle del Cauca,Estructuras armadas,14,Zona rural,Baleada
2019,Octubre,Valle del Cauca,Victimario Desconocido,23,Via urbana,Baleada
2019,Octubre,Valle del Cauca,Victimario Desconocido,25,Lugar Desconocido,Baleada
2019,Octubre,Valle del Cauca,Sicario,32,Zona rural,Metodo Desconocido
2019,Octubre,Valle del Cauca,Familiar,32,Via rural,Baleada
2019,Octubre,Valle del Cauca,Victimario Desconocido,35,Local comercial,Baleada
2019,Octubre,Valle del Cauca,Victimario Desconocido,26,Vivienda de un tercero,Baleada
2019,Octubre,Cordoba,Victimario Desconocido,30,Zona rural,Baleada
2019,Octubre,Cordoba,Compañero permanente,15,Hotel,Golpeada
2019,Octubre,Cordoba,Conyuge,30,Vivienda de la victima,Baleada
2019,Octubre,Cordoba,Victimario Desconocido,34,Via urbana,Baleada
2019,Octubre,Cordoba,Conocido,16,Zona rural,Baleada
2019,Octubre,Quindio,Excompañero permanente,59,Vivienda de un tercero,Apuñalada
2019,Octubre,Quindio,Victimario Desconocido,27,Zona rural,Golpeada
2019,Octubre,Quindio,Sicario,35,Lugar de estudio,Metodo Desconocido
2019,Octubre,Quindio,Victimario Desconocido,31,Vivienda de la victima,Golpeada
2019,Octubre,Nariño,Sicario,65,Lugar Desconocido,Metodo Desconocido
2019,Octubre,Nariño,Victimario Desconocido,25,Vivienda de la victima,Baleada
2019,Octubre,Nariño,Victimario Desconocido,15,Lugar Desconocido,Baleada
2019,Octubre,Nariño,Conocido,35,Zona rural,Baleada
2019,Octubre,Bogota,Victimario Desconocido,56,Vivienda de un tercero,Baleada
2019,Octubre,Bogota,Victimario Desconocido,37,Via urbana,Baleada
2019,Octubre,Bogota,Victimario Desconocido,27,Vivienda de la victima,Metodo Desconocido
2019,Octubre,Bogota,Sicario,29,Local comercial,Baleada
2019,Octubre,Antioquia,Victimario Desconocido,40,Zona rural,Baleada
2019,Octubre,Antioquia,Victimario Desconocido,19,Lugar de trabajo de la victima,Metodo Desconocido
2019,Octubre,Antioquia,Victimario Desconocido,29,Vivienda de la victima,Baleada
2019,Octubre,Antioquia,Victimario Desconocido,30,Via urbana,Baleada
2019,Octubre,Guajira,Victimario Desconocido,37,Lugar Desconocido,Estrangulada
2019,Octubre,Guajira,Victimario Desconocido,27,Via urbana,Baleada
2019,Octubre,Guajira,Victimario Desconocido,25,Vivienda de la victima,Degollada
2019,Octubre,Santander,Victimario Desconocido,21,En una calle del barrio de la victima,Baleada
2019,Octubre,Santander,Victimario Desconocido,37,Vivienda de la victima,Baleada
2019,Octubre,Tolima,Victimario Desconocido,29,Via urbana,Apuñalada
2019,Octubre,Tolima,Sicario,24,Via urbana,Baleada
2019,Octubre,Cauca,Victimario Desconocido,51,Via urbana,Metodo Desconocido
2019,Octubre,Cauca,Sicario,57,Lugar Desconocido,Baleada
